tipo,modelo,MAE,MAE_std,RMSE,R2,R2_std,tiempo_s
CV_normalizado,RandomForest,148.46869749801442,14.989150615728558,5834.993242066443,0.862092533195001,0.03827514569949181,20.0
CV_normalizado,XGBoost,206.96799119580174,18.897321429564748,5001.141855810367,0.8933387562668467,0.04303918740730588,7.6
CV_normalizado,LinearSVR,336.2136223473825,31.837777439134253,15951.5669941672,-0.00045795794333267634,0.00011324935487994418,165.3
CV_normalizado,KNN,408.1350195082638,43.91604057281301,12483.247302524052,0.3826326999259081,0.11118746487215692,13.9
CV_normalizado,BayesianRidge,994.727807088874,18.395098213246463,15922.494159757447,0.0032312045862809002,0.0006262961478677698,1.3
CV_normalizado,Ridge,997.6359827184676,18.46032391011514,15922.488842891971,0.003231387624869142,0.0006243429482109639,1.1
,,,,,,,
validacion_escala_real,RandomForest,299501.9098,,8887553.2063,0.872,,
